gRNA_id,CBE_ABEMA_REP1,CBE_ABEMA_REP2,CBE_ABEMA_REP3,CBE_ATIRMO_REP1,CBE_ATIRMO_REP2,CBE_ATIRMO_REP3,CBE_PALBO_REP1,CBE_PALBO_REP2,CBE_PALBO_REP3,CBE_TAGTO_REP1,CBE_TAGTO_REP2,CBE_TAGTO_REP3,CBE_INX_REP1,CBE_INX_REP2,CBE_INX_REP3,PLASMID_LIBRARY,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_RIBO_REP1,CBE_RIBO_REP2,CBE_RIBO_REP3
gRNA_CDK6_targ_8357,700.0,821.0,1249.0,850.0,1389.0,320.0,897.0,1802.0,1180.0,183.0,1518.0,3761.0,2255.0,788.0,730.0,3664.0,1139.0,1386.0,986.0,2356.0,989.0,1437.0,804.0,1192.0,1084.0
gRNA_CDK6_targ_8358,908.0,1514.0,885.0,1092.0,645.0,519.0,897.0,72.0,962.0,197.0,1669.0,3248.0,2144.0,1273.0,1797.0,2807.0,1254.0,1216.0,412.0,1492.0,911.0,2017.0,349.0,1292.0,596.0
gRNA_CDK6_targ_8359,103.0,86.0,149.0,34.0,6.0,5.0,52.0,56.0,41.0,29.0,313.0,468.0,476.0,195.0,200.0,2423.0,283.0,131.0,303.0,656.0,114.0,234.0,50.0,81.0,300.0
gRNA_CDK6_targ_8360,753.0,1517.0,1176.0,2075.0,1359.0,307.0,733.0,136.0,1439.0,614.0,1591.0,587.0,3739.0,3261.0,1422.0,3793.0,1782.0,1466.0,1259.0,2953.0,2343.0,2268.0,745.0,2004.0,1364.0
gRNA_CDK6_targ_8361,356.0,410.0,141.0,285.0,155.0,55.0,126.0,102.0,280.0,92.0,702.0,382.0,1872.0,2352.0,1164.0,2374.0,1087.0,711.0,489.0,1744.0,420.0,934.0,410.0,217.0,562.0
gRNA_CDK6_targ_8362,292.0,514.0,176.0,190.0,236.0,59.0,79.0,117.0,235.0,259.0,2597.0,3849.0,5735.0,1765.0,1055.0,6145.0,1133.0,841.0,1217.0,2522.0,535.0,1430.0,300.0,408.0,776.0
gRNA_CDK6_targ_8363,307.0,260.0,221.0,400.0,183.0,46.0,300.0,57.0,225.0,81.0,555.0,118.0,1968.0,779.0,539.0,2775.0,901.0,483.0,843.0,1957.0,304.0,818.0,140.0,154.0,514.0
gRNA_CDK6_targ_8364,502.0,505.0,1068.0,636.0,173.0,115.0,411.0,26.0,878.0,845.0,1763.0,727.0,2953.0,2299.0,713.0,4896.0,1790.0,769.0,1370.0,3123.0,861.0,1882.0,311.0,426.0,685.0
gRNA_CDK6_targ_8365,628.0,1038.0,1186.0,725.0,321.0,263.0,503.0,260.0,888.0,503.0,2361.0,3630.0,4557.0,3716.0,2074.0,6989.0,2369.0,1134.0,2126.0,4057.0,1321.0,2235.0,456.0,691.0,1406.0
gRNA_CDK6_targ_8366,169.0,179.0,221.0,231.0,112.0,23.0,172.0,109.0,400.0,114.0,789.0,129.0,2418.0,497.0,55.0,2770.0,676.0,443.0,316.0,1107.0,453.0,455.0,82.0,253.0,359.0
