gRNA_id,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,PLASMID_LIBRARY
gRNA_CDK13_targ_4699,2441.0,1295.0,4600.0,4207.0,2234.0,610.0,665.0,1082.0,3181.0,2086.0,301.0,2616.0,1131.0,301.0,34248.0,6861.0
gRNA_CDK13_targ_4700,3066.0,3190.0,6797.0,2644.0,8863.0,402.0,654.0,6737.0,1368.0,8528.0,12388.0,7974.0,1593.0,1178.0,12587.0,7911.0
gRNA_CDK13_targ_4701,2242.0,1175.0,2351.0,3267.0,2431.0,1359.0,1574.0,1545.0,4339.0,5155.0,2018.0,3995.0,2895.0,886.0,8957.0,6359.0
gRNA_CDK13_targ_4702,2136.0,1352.0,1646.0,933.0,1917.0,2609.0,325.0,2659.0,660.0,3085.0,477.0,1000.0,7221.0,8776.0,3030.0,5886.0
gRNA_CDK13_targ_4703,6697.0,2655.0,4971.0,4500.0,2583.0,1768.0,1043.0,3963.0,7140.0,3862.0,1653.0,2166.0,3007.0,1128.0,6880.0,10373.0
gRNA_CDK13_targ_4704,4176.0,1093.0,7836.0,1211.0,3770.0,2367.0,2975.0,1911.0,3760.0,3186.0,953.0,4636.0,1054.0,474.0,2730.0,5559.0
gRNA_CDK13_targ_4705,7334.0,3582.0,4468.0,2519.0,2581.0,3290.0,852.0,3602.0,983.0,421.0,1554.0,488.0,743.0,818.0,918.0,8701.0
gRNA_CDK13_targ_4706,1197.0,1363.0,1569.0,174.0,636.0,8005.0,273.0,89.0,58.0,314.0,20.0,38.0,288.0,68.0,3318.0,4734.0
gRNA_CDK13_targ_4707,3921.0,2971.0,1420.0,2789.0,766.0,1217.0,926.0,3017.0,1739.0,1952.0,2565.0,1788.0,1248.0,2295.0,1408.0,7082.0
gRNA_CDK13_targ_4708,1825.0,438.0,414.0,1663.0,596.0,1199.0,556.0,524.0,329.0,1091.0,163.0,304.0,1504.0,121.0,909.0,4886.0
gRNA_CDK13_targ_4709,359.0,110.0,1623.0,962.0,237.0,40.0,1365.0,105.0,39.0,92.0,84.0,313.0,50.0,22.0,276.0,2258.0
gRNA_CDK13_targ_4710,5904.0,5485.0,7439.0,4339.0,7628.0,828.0,4191.0,11292.0,2320.0,6297.0,4394.0,2523.0,2199.0,7894.0,13898.0,6321.0
gRNA_CDK13_targ_4711,2331.0,3259.0,4730.0,3167.0,3290.0,2175.0,957.0,1807.0,1926.0,1324.0,893.0,5150.0,662.0,2379.0,9040.0,5676.0
gRNA_CDK13_targ_4712,14940.0,13383.0,20958.0,21643.0,21941.0,19860.0,7495.0,3072.0,10484.0,73297.0,59910.0,48650.0,7910.0,10618.0,11021.0,15838.0
gRNA_CDK13_targ_4713,4911.0,4452.0,4752.0,7110.0,10313.0,2887.0,1035.0,872.0,1214.0,10848.0,15342.0,16940.0,1614.0,2554.0,4248.0,10891.0
gRNA_CDK13_targ_4714,6826.0,4611.0,8696.0,10418.0,1491.0,5205.0,1292.0,10180.0,4215.0,15304.0,19269.0,12831.0,2034.0,1455.0,4764.0,6310.0
gRNA_CDK13_targ_4715,4746.0,3081.0,4087.0,4466.0,7282.0,6872.0,9639.0,3773.0,4495.0,6089.0,6999.0,12830.0,2757.0,1210.0,5276.0,9386.0
gRNA_CDK13_targ_4716,8313.0,6899.0,16424.0,7062.0,6005.0,8187.0,14036.0,12890.0,6147.0,13379.0,6124.0,7308.0,5823.0,4809.0,19286.0,16874.0
gRNA_CDK13_targ_4717,8396.0,4922.0,18903.0,3637.0,4777.0,2656.0,2352.0,9754.0,4700.0,3441.0,3319.0,4001.0,4710.0,5436.0,4991.0,10134.0
gRNA_CDK13_targ_4718,6799.0,1699.0,9572.0,5714.0,8537.0,5771.0,6789.0,15610.0,5743.0,6237.0,2995.0,8668.0,2167.0,16481.0,9917.0,9224.0
gRNA_CDK13_targ_4719,7384.0,2749.0,12426.0,17220.0,12310.0,3467.0,8040.0,3371.0,3868.0,22669.0,9653.0,10750.0,5007.0,1085.0,3150.0,8801.0
gRNA_CDK13_targ_4720,14110.0,9546.0,15789.0,14130.0,10597.0,5266.0,7564.0,15972.0,22695.0,13757.0,8216.0,19636.0,6518.0,3850.0,19090.0,20318.0
