gRNA_id,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,Plasmid
gRNA_CDK19_targ_6905,299.405695628085,116.38963973929201,53.76740291945676,31.47278505671066,302.19986572625277,183.29023299392253,46.293556828207365,28.141338593936293,7.296400459812208,9.462472180677135,6.504415784823307,83.77811861313322,252.4176712770697
gRNA_CDK19_targ_6906,102.24256838794844,31.255734298120313,122.63094142696875,21.330027252408275,180.6913037122223,66.52367577620875,30.194864462164087,60.85107631026483,335.11324968994643,1.1051062400790814,1.393803382462137,33.243999701006466,192.59597936802538
gRNA_CDK19_targ_6907,207.25460152258344,181.0994016685206,313.6222168418477,169.10093770208206,214.87228367913212,188.47207721227986,40.6001168450945,15.258453068790132,9.20736248500112,23.207231041660712,25.420318832523737,55.35267672506192,304.96946374544825
gRNA_CDK19_targ_6908,120.37687179775897,114.51109816382953,22.971286319824063,157.63879676876473,55.14674301871343,252.96503025426748,5.811235293108303,2.1928315787482826,6.080333716510173,5.663669480405292,3.6504374302579783,17.492579623428494,204.4025214829051
gRNA_CDK19_targ_6909,168.44415719572953,194.0093788786138,126.85785939162423,192.90480832139338,223.65861708755406,228.63136990454902,341.4493385734446,35.176673242420364,44.82074568170356,24.450475561749677,678.0853455678297,47.17327606781063,324.8912424452572
gRNA_CDK19_targ_6910,183.50549287291526,552.6909128828742,283.6060672475978,142.27348074544486,319.91539975298974,335.27932591209213,52.45817805130198,24.577987278470335,55.59162255095016,8.702711640622764,44.203478700942064,39.31781207025247,323.42599139520047
gRNA_CDK19_targ_6911,84.1462028513802,338.5371732801522,173.78168084449592,76.1668885520919,145.29595246122165,191.37811146987212,7.185513909721753,10.872789911293566,70.87931875246144,13.399413160958861,12.776531005902923,31.583824320079223,234.8346586763897
gRNA_CDK19_targ_6912,12.860939029133403,83.13545695663714,23.70093287324673,38.894315157419726,72.71940983555734,46.671610426150664,0.9816275832953215,1.1877837718219864,5.732886075566735,0.828829680059311,5.309727171284332,0.6883654018478805,166.33417208624053
gRNA_CDK19_targ_6913,114.87588017762816,395.41301715000543,240.33047856183947,63.57777452940764,243.66002647257966,277.2286656821163,40.796442361753556,220.19683769930668,23.452715763682097,35.15619226251577,11.24998444415868,3.1583824320079223,304.96946374544825
gRNA_CDK19_targ_6914,78.6452112312494,159.47618906585683,145.52674706885253,390.1525861091276,239.5168773856815,295.0850207588881,132.8731096748547,49.247342539388505,126.12349366246818,119.69681962856549,30.92916077273123,30.77398267084642,353.0691472540392
gRNA_CDK19_targ_6915,280.47469688018657,773.4795014542509,402.36233387363245,297.7133056325181,488.8558754515095,530.5088080847974,428.4608075567419,189.86266752662212,172.16030608747377,16.231247901161506,42.245516806530965,192.41837585771341,558.8805639773834
gRNA_CDK19_targ_6916,632.7278499347697,406.84414248154303,483.68018424128996,918.2906577944016,372.561966598575,598.3279449155955,257.029366410047,1057.8585007811505,84.42977674925555,54.84089716392441,72.9423770155185,214.00065580976755,778.2455529137518
gRNA_CDK19_targ_6917,268.4104531891411,292.49292019647623,373.75515693426775,338.66915692902364,291.84199300900735,509.29125675828027,83.83099561342044,20.649164033212994,22.41037284085178,5.663669480405292,33.5840243583734,93.69867881623503,622.8444078933186
gRNA_CDK19_targ_6918,658.8670445987016,161.35473064131932,310.72879085413706,454.0327192722678,186.9417441450428,422.3553162570559,23.402001585760463,6.761230701140537,20.673134636134588,525.8233628576279,10.951312290773934,140.10260531727448,592.9758287960098
gRNA_CDK19_targ_6919,273.6838175698182,515.2399882826968,322.0257323191984,195.1312673516061,608.1499957121979,392.45467461869674,151.32770824080674,124.35182411151717,9.902257766887997,19.270290061378983,59.9335454458719,160.06520197086303,539.3532759448975
gRNA_CDK19_targ_6920,1105.281999040627,698.4977143145148,740.0628869784282,895.1189915910766,920.3505661309634,1080.0643949181513,351.5404701297205,117.77332937527234,471.83389640118946,132.6818179494947,124.08168683395073,111.35322676951007,746.0663856221227
gRNA_CDK19_targ_6921,467.20490897869576,182.81806736522034,188.47525281686973,356.0135476458659,342.1669676938307,363.394332042774,12.996749202830056,181.091341211629,6.254057536981892,12.01803036086001,592.598738110152,88.9206130857615,350.67402534529276
gRNA_CDK19_targ_6922,920.1451776182937,993.6285865105767,1286.2410725542668,1080.8771412969722,650.331539433118,902.20109336913,513.7838770967712,128.2806473567745,73.1377284185938,50.14419564358832,114.29187736189525,145.1641156249795,655.3617100426532
gRNA_CDK19_targ_6923,505.74978819285366,300.4067761952331,376.47246134011766,299.88479036568845,377.8123365621442,322.0796281396549,514.8440348867302,72.27207411624548,212.29050861644092,94.90099836679111,30.3981880556028,68.51260352509493,221.73193294030602
gRNA_CDK19_targ_6924,456.4684908511301,521.2753027059912,483.45374220746913,337.43223524557214,673.4760274357905,428.86763399093735,66.04390380410922,170.03581533543974,367.2521564772145,40.68172346291119,12.511044647338707,106.08925604949688,416.6103225978428
gRNA_CDK19_targ_6925,361.20649113976145,507.6059150717749,255.37629369793456,409.6409744106192,428.4944792717001,214.55636060874065,43.6627949049759,80.40382455410369,450.98703794458316,26.867895461922664,17.322984896315134,193.39018583679277,336.8950298937983
gRNA_CDK19_targ_6926,432.6435064549774,377.8666394557921,271.7052803590143,678.8226198781891,377.91948696956393,585.4433592915719,296.2944697418598,18.547700436912557,517.6969850057234,29.28531536209566,501.1386875847793,53.32807260197992,277.5523623665033
gRNA_CDK19_targ_6927,405.1006104810811,905.257194524459,442.92061815354083,497.4899010841975,592.0774345992309,512.7574903908301,157.6101247738968,174.78695042272767,634.0919447217752,86.06014844615846,846.3041395130814,314.17806781986496,377.7529918665323
gRNA_CDK19_targ_6928,231.458964651159,437.22055944646814,534.7051225289167,325.53029993591645,209.55048011061635,247.1879742000178,29.80221342884596,227.96311620737353,144.71194245294214,20.651672861477834,41.1835713722741,60.17123453799708,200.51397061929313
gRNA_CDK19_targ_6929,1064.7264125446281,426.9085652662699,950.3772159460178,533.8553985776721,546.1456266186185,814.8450033366875,273.12805877609026,533.1321775831763,2603.2514497687125,42.96100508307429,19.04864622698254,416.74451269519915,400.77434009530725
gRNA_CDK19_targ_6930,1270.0461825318553,1307.1451847643564,994.5585727670594,1120.321199424815,606.0069875638023,456.00229121544356,169.4681859801043,294.935847341644,425.4496363352404,47.72677574341533,42.809675318479925,2426.7309940085484,825.668966706932
gRNA_CDK19_targ_6931,849.0496031622583,1106.4609879473971,999.4144963812173,1206.7407943752937,629.0086083565817,896.9142117679683,427.596975283442,916.8777038641256,537.1540528985558,24.24326814173485,83.52864556326664,229.59010755749895,880.5031694648219
gRNA_CDK19_targ_6932,1895.4520229308646,1146.4699266077787,1471.9487005133265,1664.2094072127047,1503.855968136612,1527.103496134274,471.14197487842245,5207.061319702692,2193.2632334554555,85.85294102614364,287.78721268361073,324.22010427035167,929.4763680224851
gRNA_CDK19_targ_6933,297.66055345894006,420.8332818732849,389.0525743301637,574.3714554978393,318.09384282685346,465.42064320691736,69.73482351729963,26.222610962531544,543.7555580764812,25.279305241808988,20.342892224983096,81.14613325312662,227.70564875976783
gRNA_CDK19_targ_6934,854.7023462753583,337.45801109850356,381.78126902191707,749.3271558349252,561.3609844722273,553.196882770578,922.6513980909385,1037.7575446426247,3132.5879307460414,31.28832042223899,32.588450513757586,127.1451389295497,320.74909043836624
gRNA_CDK19_targ_6935,401.00332017091466,680.7914607415387,872.7579187974338,438.2001217240885,488.99874266140256,570.7731381598711,110.49200077572138,176.52294208923672,218.02339469200766,15.19521080108737,70.68574296772267,75.92265461557506,376.8794768174601
gRNA_CDK19_targ_6936,11.305486226199864,33.37408969172693,148.4956537345034,88.72851542625503,47.181896067176446,204.89292139072296,16.962524639343155,818.6571227326921,56.46024165330875,22.309332221596453,30.431373850423327,99.65101493809611,205.83959462815295
gRNA_CDK19_targ_6937,382.07232142301626,565.6808280323488,578.1065123445755,422.0651655421766,251.4105726092771,142.7107907704352,20.06446780255637,88.26147104461836,435.1781702816567,33.636671182407035,4.347339121489047,119.33016701445317,393.0535941777009
gRNA_CDK19_targ_6938,265.29954758327403,594.8981448762439,435.57383216735394,478.9910501294672,384.8485466493764,377.0141793464294,45.94017089822104,99.77383683304684,178.24063980398392,67.54961892483385,75.79635537008384,94.14409172331307,494.4376956796989
gRNA_CDK19_targ_6939,433.25051242685385,862.3305210766569,449.6132382642453,721.4277000859634,398.3494979842687,464.3702693788719,145.75206356768933,208.95857585822174,14.071629458209257,47.65770660341039,8.926978806721783,141.60081236835518,432.19270395709924
gRNA_CDK19_targ_6940,483.74582171233044,1300.750149613846,556.4938782276765,634.5133364621038,691.54872948726,581.5919885887388,563.6898234315054,26.953554822114306,522.213804337988,63.19826310452246,135.59715763667361,161.8468535991752,498.4389581625459
gRNA_CDK19_targ_6941,234.34224301757237,126.82154082856232,42.06789783871394,130.2341096931835,168.9047588960465,228.87645713109293,15.352655402738826,167.56887980934792,930.4647824465283,24.726752121769447,45.530910493763145,38.66993875086622,343.60137123828844
gRNA_CDK19_targ_6942,600.7082849182841,595.6975242700577,538.2527143921097,699.0531611897516,345.8100815461033,882.9092273940296,145.55573805103026,108.27105920069646,100.58609205312543,29.56159192211543,250.6854940742615,88.02978727160541,794.8423388461243
gRNA_CDK19_targ_6943,222.12624783355776,183.69738469841553,24.531220330589772,305.7395530006923,270.6619291423642,425.78653742867084,79.86522017690736,4.568399122392255,143.14842806869666,8.633642500617823,33.25216641016813,13.84829220188089,288.0345429553702
gRNA_CDK19_targ_6944,81.0732351187554,55.79668168820455,80.56304358825481,100.16316921105121,112.2221933709829,99.5404264377692,20.574914145869936,2.832407455883198,10.944600689718312,2.5555581801828757,23.296427964010007,65.9616023300116,249.68441451061784
